Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
QMAODV,2,20,19,3,50.000000,1.000000,0.392168,1.639326,374.902946,190.382613,3677,1442,183658,23.585812,726.317098,0.503687,20
QMAODV,6,20,19,3,50.000000,1.000000,0.903726,3.777726,49.198915,34.633752,3677,3323,93978,5.237235,721.072726,0.216995,20
QMAODV,8,20,19,3,50.000000,1.000000,0.667664,3.119294,7.637454,7.205827,3677,2455,41408,3.123482,720.404690,0.293444,20
QMAODV,7,20,19,3,50.000000,1.000000,0.846070,3.536716,34.248943,34.252052,3677,3111,118070,7.028227,721.934010,0.232059,20
QMAODV,9,20,19,3,50.000000,1.000000,0.901822,3.769768,62.315124,30.754324,3677,3316,60552,3.381584,721.071016,0.217452,20
QMAODV,11,20,19,3,50.000000,1.000000,0.353005,1.649224,11.363065,10.462269,3677,1298,57014,8.134167,720.341658,0.554963,20
QMAODV,10,20,19,3,50.000000,1.000000,0.847974,3.544674,47.346313,29.857918,3677,3118,183894,10.921887,722.310604,0.231658,20
QMAODV,12,20,19,3,50.000000,1.000000,0.588251,2.458989,9.810308,10.102863,3677,2163,70290,6.017876,721.198725,0.333425,20
QMAODV,13,20,19,3,50.000000,1.000000,0.521893,2.438259,7.211815,5.476756,3677,1919,49788,4.804586,720.382077,0.375395,20
QMAODV,14,20,19,3,50.000000,1.000000,0.858852,3.590147,13.867141,13.504632,3677,3158,68956,4.043581,721.150931,0.228357,20
QMAODV,15,20,19,3,50.000000,1.000000,0.942888,3.941432,36.727167,26.554225,3677,3467,62462,3.336324,721.112221,0.207993,20
QMAODV,17,20,19,3,50.000000,1.000000,0.607289,2.679600,11.743952,11.840247,3677,2233,77108,6.394653,721.543972,0.323128,20
QMAODV,18,20,19,3,50.000000,1.000000,0.904542,3.781137,49.278856,40.414059,3677,3326,100060,5.571145,721.236804,0.216848,20
QMAODV,19,20,19,3,50.000000,1.000000,0.918140,3.837979,14.260446,13.356224,3677,3376,106286,5.830152,721.404640,0.213686,20
QMAODV,16,20,19,3,50.000000,1.000000,0.616263,2.576084,39.336208,29.339229,3677,2266,132684,10.843385,720.553628,0.317985,20
QMAODV,20,20,19,3,50.000000,1.000000,0.856677,3.581053,96.156905,67.349542,3677,3150,125838,7.397884,721.026679,0.228897,20
QMAODV,21,20,19,3,50.000000,1.000000,0.814795,3.405979,10.362777,9.161406,3677,2996,110424,6.825397,720.803363,0.240589,20
QMAODV,23,20,19,3,50.000000,1.000000,0.942344,3.939158,26.015004,26.870730,3677,3465,111736,5.971674,722.013913,0.208373,20
QMAODV,22,20,19,3,50.000000,1.000000,0.768833,3.213853,83.809377,57.213064,3677,2827,123488,8.089193,722.539439,0.255585,20
QMAODV,24,20,19,3,50.000000,1.000000,0.704107,3.106800,8.106248,6.922498,3677,2589,59382,4.247457,720.559928,0.278316,20
QMAODV,25,20,19,3,50.000000,1.000000,0.704107,2.943284,22.930429,19.446712,3677,2589,91484,6.543639,720.717244,0.278377,20
QMAODV,26,20,19,3,50.000000,1.000000,0.871091,3.641305,12.076932,12.439453,3677,3203,114472,6.618332,721.127540,0.225141,20
QMAODV,27,20,19,3,50.000000,1.000000,0.970084,4.055116,13.820614,13.157204,3677,3567,66256,3.439762,721.198355,0.202186,20
QMAODV,28,20,19,3,50.000000,1.000000,0.592875,2.478316,43.323280,38.827509,3677,2180,80218,6.814305,721.933648,0.331162,20
QMAODV,29,20,19,3,50.000000,1.000000,0.914332,3.822063,17.855467,21.755523,3677,3362,69910,3.850772,720.903791,0.214427,20
QMAODV,30,20,19,3,50.000000,1.000000,0.872450,3.646989,80.644855,41.790312,3677,3208,104570,6.036414,720.713412,0.224661,20
QS2MAODV,1,20,19,3,50.000000,1.000000,0.624422,2.610189,15.352845,16.171467,3677,2296,66652,5.375855,721.278573,0.314146,20
QS2MAODV,2,20,19,3,50.000000,1.000000,0.434049,1.814400,288.314813,163.381127,3677,1596,128242,14.880024,722.092791,0.452439,20
QS2MAODV,3,20,19,3,50.000000,1.000000,0.794942,3.322989,54.082545,23.899772,3677,2923,106292,6.734076,720.633787,0.246539,20
QS2MAODV,4,20,19,3,50.000000,1.000000,0.969540,4.052842,25.793651,15.531914,3677,3565,58938,3.061555,720.622897,0.202138,20
QS2MAODV,5,20,19,3,50.000000,1.000000,0.522981,2.186147,72.017110,42.137729,3677,1923,28910,2.784037,720.891623,0.374879,20
QS2MAODV,8,20,19,3,50.000000,1.000000,0.791678,3.309347,10.428226,12.378323,3677,2911,55714,3.544283,720.373525,0.247466,20
