Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
QS2MAODV,27,20,19,3,50.0,0.05,0.193312,16.278442,289.016565,96.795473,74072,14319,3269802,42.287792,746.930253,0.052164,20
QS2MAODV,28,20,19,3,50.0,0.05,0.172035,14.486779,270.473037,83.685425,74072,12743,2893508,42.049346,744.511979,0.058425,20
QS2MAODV,29,20,19,3,50.0,0.05,0.264877,22.304842,214.484684,78.178895,74072,19620,2325354,21.948069,741.354893,0.037786,20
QS2MAODV,30,20,19,3,50.0,0.05,0.233422,19.656,257.962745,91.736944,74072,17290,3043698,32.59964,744.173369,0.043041,20
AODV,1,20,19,3,50.0,0.1,0.274323,11.545768,204.281618,93.867507,37022,10156,3319664,60.530976,740.543259,0.072917,20
AODV,2,20,19,3,50.0,0.1,0.289152,12.169895,136.563569,70.83332,37022,10705,2732556,47.270331,735.086989,0.068668,20
AODV,3,20,19,3,50.0,0.1,0.325158,13.685305,174.871399,81.235808,37022,12038,2583128,39.737252,733.406235,0.060924,20
AODV,4,20,19,3,50.0,0.1,0.400681,16.863916,93.698315,51.214582,37022,14834,2145776,26.78751,730.659011,0.049256,20
AODV,5,20,19,3,50.0,0.1,0.381071,16.038568,213.884534,85.022659,37022,14108,3140574,41.223971,731.694048,0.051864,20
AODV,6,20,19,3,50.0,0.1,0.388823,16.364842,130.454377,60.763364,37022,14395,2167252,27.88072,736.872336,0.051189,20
AODV,7,20,19,3,50.0,0.1,0.354924,14.938105,137.359178,57.816368,37022,13140,2056518,28.983004,734.040971,0.055863,20
AODV,8,20,19,3,50.0,0.1,0.319621,15.034871,74.216895,9.614634,37022,11833,492606,7.709231,726.348501,0.061383,20
AODV,9,20,19,3,50.0,0.1,0.36689,15.441726,177.358035,73.154332,37022,13583,2098390,28.608609,733.975311,0.054036,20
AODV,10,20,19,3,50.0,0.1,0.36138,15.209811,94.190387,37.539021,37022,13379,2168794,30.019323,734.021503,0.054864,20
AODV,11,20,19,3,50.0,0.1,0.347982,14.645937,116.255279,52.500576,37022,12883,2524662,36.29046,732.881939,0.056888,20
AODV,12,20,19,3,50.0,0.1,0.352547,14.838063,203.262792,91.296358,37022,13052,3530400,50.090237,744.070072,0.057008,20
AODV,13,20,19,3,50.0,0.1,0.388931,16.369389,207.329174,86.19671,37022,14399,3365452,43.282995,741.501415,0.051497,20
AODV,14,20,19,3,50.0,0.1,0.378045,15.911242,174.111339,68.188268,37022,13996,2949494,39.025621,731.436803,0.05226,20
AODV,15,20,19,3,50.0,0.1,0.371752,15.646358,137.980366,63.56387,37022,13763,2658994,35.777541,738.827091,0.053682,20
AODV,16,20,19,3,50.0,0.1,0.393064,16.543326,50.800619,23.66956,37022,14552,869030,11.059063,727.188507,0.049972,20
AODV,17,20,19,3,50.0,0.1,0.372265,15.667958,161.9193,69.453349,37022,13782,2865280,38.50003,738.224083,0.053564,20
AODV,18,20,19,3,50.0,0.1,0.425801,17.921179,108.283965,38.333279,37022,15764,1634266,19.198291,734.316393,0.046582,20
AODV,19,20,19,3,50.0,0.1,0.339825,14.302611,162.737081,69.976892,37022,12581,2909642,42.82828,742.764645,0.059039,20
AODV,20,20,19,3,50.0,0.1,0.277457,11.677642,152.082558,68.18989,37022,10272,2797352,50.431089,732.619625,0.071322,20
AODV,21,20,19,3,50.0,0.1,0.400762,16.867326,104.395327,44.58866,37022,14837,2058286,25.690104,731.332582,0.049291,20
AODV,22,20,19,3,50.0,0.1,0.321376,13.526147,111.659091,65.690841,37022,11898,3206684,49.9101,738.763768,0.062091,20
AODV,23,20,19,3,50.0,0.1,0.312868,13.168042,84.728663,46.415569,37022,11583,2040236,32.618621,733.284975,0.063307,20
